stock_id,name,market
6405,悅城,sii
6409,旭隼,sii
6411,晶焱,otc
6412,群電,sii
6414,樺漢,sii
6416,瑞祺電通,sii
6417,韋僑,otc
6418,詠昇,otc
6419,京晨科,otc
6423,億而得,otc
6425,易發,otc
6426,統新,sii
6432,今展科,otc
6435,大中,otc
6438,迅得,sii
6441,廣錠,otc
6442,光聖,sii
6443,元晶,sii
6446,藥華藥,sii
6449,鈺邦,sii
6461,益得,otc
6462,神盾,otc
6464,台數科,sii
6465,威潤,otc
6469,大樹,otc
6470,宇智,otc
6472,保瑞,sii
6474,華豫寧,otc
6477,安集,sii
6482,弘煜科,otc
6485,點序,otc
6486,互動,otc
6488,環球晶,otc
6491,晶碩,sii
6492,生華科,otc
6494,九齊,otc
6496,科懋,otc
6498,久禾光,otc
6499,益安,otc
6504,南六,sii
6505,台塑化,sii
6506,雙邦,otc
6508,惠光,otc
6509,聚和,otc
6510,精測,otc
6512,啟發電,otc
6515,穎崴,sii
6516,勤崴國際,otc
6517,保勝光學,otc
6523,達爾膚,otc
6526,達發,sii
6527,明達醫,otc
6530,創威,otc
6531,愛普*,sii
6532,瑞耘,otc
6533,晶心科,sii
6534,正瀚-創,sii
6535,順藥,otc
6538,倉和,otc
6542,隆中,otc
6546,正基,otc
6547,高端疫苗,otc
6548,長科*,otc
6552,易華電,sii
6556,勝品,otc
6558,興能高,sii
6560,欣普羅,otc
6561,是方,otc
6568,宏觀,otc
6569,醫揚,otc
6570,維田,otc
6574,霈方,otc
6576,逸達,otc
6577,勁豐,otc
6578,達邦蛋白,otc
6579,研揚,sii
6581,鋼聯,sii
6582,申豐,sii
6584,南俊國際,otc
6585,鼎基,sii
6588,東典光電,otc
6589,台康生技,sii
6590,普鴻,otc
6592,和潤企業,sii
6593,台灣銘板,otc
6596,寬宏藝術,otc
6597,立誠,otc
6603,富強鑫,otc
6605,帝寶,sii
6606,建德工業,sii
6609,瀧澤科,otc
6612,奈米醫材,otc
6613,朋億*,otc
6614,資拓宏宇,sii
6615,慧智,otc
6620,漢達,otc
6624,萬年清,otc
6625,必應,sii
6637,醫影,otc
6640,均華,otc
6642,富致,otc
6643,M31,otc
6645,金萬林-創,sii
6649,台生材,otc
6651,全宇昕,otc
6654,天正國際,otc
6655,科定,sii
6657,華安,sii
6658,聯策,sii
6661,威健生技,otc
6662,樂斯科,otc
6664,群翊,otc
6667,信紘科,otc
6668,中揚光,sii
6669,緯穎,sii
6670,復盛應用,sii
6674,鋐寶科技,sii
6679,鈺太,otc
6680,鑫創電子,otc
6683,雍智科技,otc
6684,安格,otc
6689,伊雲谷,sii
6690,安碁資訊,otc
6691,洋基工程,sii
6692,進能服,otc
6693,廣閎科,otc
6695,芯鼎,sii
6697,東捷資訊,otc
6698,旭暉應材,sii
6703,軒郁,otc
6706,惠特,sii
6708,天擎,otc
6712,長聖,otc
6715,嘉基,sii
6716,應廣,otc
6719,力智,sii
6720,久昌,otc
6721,信實,otc
6722,輝創,sii
6725,矽科宏晟,otc
6727,亞泰金屬,otc
6728,上洋,otc
6730,常廣,otc
6732,昇佳電子,otc
6733,博晟生醫,otc
6735,美達科技,otc
6739,竹陞科技,otc
6742,澤米,sii
6743,安普新,sii
6751,智聯服務,otc
6752,叡揚,otc
6753,龍德造船,sii
6754,匯僑設計,sii
6756,威鋒電子,sii
6757,台灣虎航,sii
6761,穩得,otc
6762,達亞,otc
6763,綠界科技*,otc
6767,台微醫,otc
6770,力積電,sii
6771,平和環保-創,sii
6776,展碁國際,sii
6782,視陽,sii
6785,昱展新藥,otc
6788,華景電,otc
6789,采鈺,sii
6790,永豐實,sii
6791,虎門科技,otc
6792,詠業,sii
6794,向榮生技,sii
6796,晉弘,sii
6799,來頡,sii
6803,崑鼎,otc
6804,明係,otc
6805,富世達,sii
6806,森崴能源,otc
6811,宏碁資訊,otc
6821,聯寶,otc
6823,濾能,otc
6829,千附精密,otc
6830,汎銓,sii
6831,邁科,sii
6834,天二科技,sii
6835,圓裕,sii
6838,台新藥,sii
6840,東研信超,otc
6841,長佳智能,otc
6843,進典,otc
6844,諾貝兒,otc
6846,綠茵,otc
6855,數泓科,otc
6856,鑫傳,otc
6859,伯特光,otc
6861,睿生光電,sii
6865,偉康科技,otc
6869,雲豹能源,sii
6870,騰雲,otc
6872,浩宇生醫,otc
6873,泓德能源,sii
6874,倍力,otc
6875,國邑*,otc
6877,鏵友益,otc
6881,潤德,otc
6884,海柏特,otc
6885,全福生技,sii
6894,衛司特,otc
6895,宏碩系統,otc
6899,創為精密,otc
6901,鑽石投資,sii
6902,GOGOLOOK,sii
6903,巨漢,otc
6904,伯鑫,otc
6906,現觀科,sii
6908,宏碁遊戲-創,sii
6909,創控,sii
6910,德鴻,otc
6913,鴻呈,otc
6914,阜爾運通,sii
6916,華凌,sii
6918,愛派司,sii
6919,康霈*,sii
6921,嘉雨思-創,sii
6922,宸曜,otc
6923,中台,sii
6925,意藍,otc
6928,攸泰科技,sii
6929,佑全,otc
6931,青松健康,sii
6934,心誠鎂,sii
6936,永鴻生技,sii
6937,天虹,sii
6944,兆聯實業,sii
6945,圓祥生技,otc
6949,沛爾生醫-創,sii
6951,青新-創,sii
6952,大武山,sii
6953,家碩,otc
6955,邦睿生技-創,sii
6958,日盛台駿,sii
6961,旅天下,otc
6967,汎瑋材料,otc
6968,萬達寵物,otc
6969,成信實業*-創,sii
6971,惠民實業,otc
6982,大井泵浦,otc
6983,華洋精機,otc
6988,威力暘-創,sii
6994,富威電力,sii
6996,力領科技,otc
6997,博弘,otc
7402,邑錡,otc
7547,碩網,otc
7556,意德士,otc
7584,樂意,otc
7610,聯友金屬-創,sii
7631,聚賢研發-創,sii
7642,昶瑞機電,otc
7703,銳澤,otc
7704,明遠精密,otc
7705,三商餐飲,sii
7708,全家餐飲,otc
7709,榮田,otc
7711,永擎,sii
7712,博盛半導體,otc
7713,威力德生醫,otc
7714,創泓科技,otc
7715,裕山,otc
7716,昱臺國際,otc
7718,友鋮,otc
7721,微程式,sii
7722,LINEPAY,sii
7723,築間,otc
7728,光焱科技,otc
7730,暉盛-創,sii
7732,金興精密,sii
7734,印能科技,otc
7736,虎山,sii
7738,東聯互動,otc
7740,熙特爾-創,sii
7743,金利食安,otc
7744,崴寶,otc
7747,昕奇雲端,otc
7750,新代,sii
7751,竑騰,otc
7753,星亞,otc
7757,金色三麥,otc
7760,享溫馨,sii
7765,中華資安,sii
7767,仁大資訊,otc
7768,頌勝科技,sii
7769,鴻勁,sii
7770,君曜,otc
7772,耀穎,otc
7777,能率亞洲,otc
7780,大研生醫*,sii
7782,光速火箭,otc
7786,東方風能,sii
7788,松川精密,sii
7791,皇家可口,sii
7792,安葆,otc
7794,宏碁智新,otc
7795,長廣,sii
7799,禾榮科,sii
7803,雲象科技-創,sii
7805,威聯通,otc
7810,捷創科技,otc
7811,民盛,otc
7818,溢泰實業,sii
7819,精誠金融,otc
7820,立盈,otc
7821,神數,sii
7822,倍利科,sii
7828,創新服務,otc
7839,達人網,otc
7842,天能綠電,otc
8011,台通,sii
8016,矽創,sii
8021,尖點,sii
8024,佑華,otc
8027,鈦昇,otc
8028,昇陽半導體,sii
8032,光菱,otc
8033,雷虎,sii
8034,榮群,otc
8038,長園科,otc
8039,台虹,sii
8040,九暘,otc
8042,金山電,otc
8043,蜜望實,otc
8044,網家,otc
8045,達運光電,sii
8046,南電,sii
8047,星雲,otc
8048,德勝,otc
8049,晶采,otc
8050,廣積,otc
8054,安國,otc
8059,凱碩,otc
8064,東捷,otc
8066,來思達,otc
8067,志旭,otc
8068,全達,otc
8069,元太,otc
8070,長華*,sii
8071,能率網通,otc
8072,陞泰,sii
8074,鉅橡,otc
8076,伍豐,otc
8077,洛碁,otc
8080,泰霖,otc
8081,致新,sii
8083,瑞穎,otc
8084,巨虹,otc
8085,福華,otc
8086,宏捷科,otc
8087,麗升能源,otc
8088,品安,otc
8089,康全電訊,otc
8091,翔名,otc
8092,建暐,otc
8093,保銳,otc
8096,擎亞,otc
8097,常珵,otc
8099,大世科,otc
8101,華冠,sii
8102,傑霖科技,otc
8103,瀚荃,sii
8104,錸寶,sii
8105,凌巨,sii
8107,大億金茂,otc
8109,博大,otc
8110,華東,sii
8111,立碁,otc
8112,至上,sii
8114,振樺電,sii
8121,越峰,otc
8131,福懋科,sii
8147,正淩,otc
8150,南茂,sii
8155,博智,otc
8162,微矽電子-創,sii
8163,達方,sii
8171,天宇,otc
8176,智捷,otc
8182,加高,otc
8183,精星,otc
8201,無敵,sii
8210,勤誠,sii
8213,志超,sii
8215,明基材,sii
8222,寶一,sii
8227,巨有科技,otc
8234,新漢,otc
8240,華宏,otc
8249,菱光,sii
8255,朋程,otc
8261,富鼎,sii
8271,宇瞻,sii
8272,全景軟體,otc
8277,商丞,otc
8279,生展,otc
8284,三竹,otc
8289,泰藝,otc
8291,尚茂,otc
8299,群聯,otc
8341,日友,sii
8342,益張,otc
8349,恒耀,otc
8354,冠好,otc
8358,金居,otc
8367,建新國際,sii
8374,羅昇,sii
8383,千附,otc
8390,金益鼎,otc
8401,白紗科,otc
8403,盛弘,otc
8409,商之器,otc
8410,森田,otc
8415,大國鋼,otc
8416,實威,otc
8421,旭源,otc
8422,可寧衛*,sii
8424,惠普,otc
8431,匯鑽科,otc
8432,東生華,otc
8433,弘帆,otc
8435,鉅邁,otc
8436,大江,otc
8438,昶昕,sii
8440,綠電,otc
8443,阿瘦,sii
8446,華研,otc
8450,霹靂,otc
8454,富邦媒,sii
8462,柏文,sii
8463,潤泰材,sii
8464,億豐,sii
8472,夠麻吉,otc
8473,山林水,sii
8476,台境*,sii
8477,創業家,otc
8478,東哥遊艇,sii
8481,政伸,sii
8487,愛爾達-創,sii
8489,三貝德,otc
8905,裕國,otc
8906,花王,otc
8908,欣雄,otc
8916,光隆,otc
8917,欣泰,otc
8921,沈氏,otc
8923,時報,otc
8924,大田,otc
8926,台汽電,sii
8927,北基,otc
8928,鉅明,otc
8929,富堡,otc
8930,青鋼,otc
8931,大汽電,otc
8932,智通*,otc
8933,愛地雅,otc
8935,邦泰,otc
8936,國統,otc
8937,合騏*,otc
8938,明安,otc
8940,新天地,sii
8941,關中,otc
8942,森鉅,otc
8996,高力,sii
9902,台火,sii
9904,寶成,sii
9905,大華,sii
9906,欣巴巴,sii
9907,統一實,sii
9908,大台北,sii
9910,豐泰,sii
9911,櫻花,sii
9912,偉聯,sii
9914,美利達,sii
9917,中保科,sii
9918,欣天然,sii
9919,康那香,sii
9921,巨大,sii
9924,福興,sii
9925,新保,sii
9926,新海,sii
9927,泰銘,sii
9928,中視,sii
9929,秋雨,sii
9930,中聯資源,sii
9931,欣高,sii
9933,中鼎,sii
9934,成霖,sii
9935,慶豐富,sii
9937,全國,sii
9938,百和,sii
9939,宏全,sii
9940,信義,sii
9941,裕融,sii
9942,茂順,sii
9943,好樂迪,sii
9944,新麗,sii
9945,潤泰新,sii
9946,三發地產,sii
9949,琉園,otc
9950,萬國通,otc
9951,皇田,otc
9955,佳龍,sii
9958,世紀鋼,sii
9960,邁達康,otc
9962,有益,otc
